Age,Gender,Country,Job Title,Trading Volume per Month (USD),Deposit Volume per Month (USD),Withdrawal Volume per Month (USD),Current Balances (USD)
42,Male,USA,Wealth Manager,41866.44,1831.23,22844.13,22296.75
69,Other,Japan,Market Strategist,20923.57,26554.34,29044.9,71555.93
76,Male,China,Compliance Officer,39867.58,14391.8,28074.53,29410.07
38,Male,UK,Compliance Officer,26608.53,22132.79,6458.9,76524.09
53,Other,Germany,Trader,24079.9,488.75,13974.75,41932.42
70,Female,India,Quantitative Analyst,40364.97,14669.76,27348.92,79606.71
40,Male,USA,Portfolio Manager,21232.03,9805.39,19240.91,55153.29
33,Other,France,Portfolio Manager,40121.43,958.42,13937.83,8246.86
74,Female,Australia,Risk Manager,5123.04,23281.4,3312.72,38613.63
56,Other,Canada,Financial Advisor,31851.91,15411.4,10585.14,33324.83
62,Male,China,Broker,35159.09,10028.75,19973.94,81008.12
70,Female,Japan,Financial Advisor,44964.96,24183.66,23318.59,62487.83
59,Female,India,Broker,11293.76,13435.36,13442.65,77740.08
75,Other,Canada,Financial Advisor,30250.57,154.76,1722.54,37214.98
56,Female,Brazil,Portfolio Manager,21719.5,28336.21,19013.51,69174.33
31,Male,Brazil,Quantitative Analyst,19200.31,7707.7,27651.51,6523.44
48,Male,USA,Quantitative Analyst,5425.01,24925.74,14917.5,3672.35
75,Male,USA,Market Strategist,6798.24,24501.64,27856.32,28746.79
22,Other,USA,Market Strategist,41865.72,4913.1,10655.32,77369.92
52,Female,UK,Trader,37512.7,14246.38,26596.65,53408.75
40,Female,UK,Broker,19178.82,1253.96,23600.88,40882.18
46,Female,Brazil,Broker,41441.48,10668.82,28854.16,89663.46
60,Male,USA,Broker,4130.23,21942.82,23741.09,49736.16
28,Female,China,Market Strategist,31276.22,7150.23,9678.32,61338.91
35,Male,Germany,Financial Advisor,43421.99,3557.98,27022.0,98582.86
64,Female,USA,Wealth Manager,41959.33,15238.35,20108.45,52239.2
29,Male,Japan,Market Strategist,18701.86,16132.74,4903.98,78350.26
26,Female,China,Portfolio Manager,37287.17,20291.08,1426.65,41382.56
27,Other,Japan,Compliance Officer,21430.66,22786.18,11007.08,3634.04
75,Other,Australia,Risk Manager,42022.89,20889.5,23616.58,83447.21
61,Male,Brazil,Wealth Manager,26585.02,25370.1,18565.53,94440.46
34,Male,USA,Financial Advisor,38266.37,6726.05,15837.46,43438.2
78,Female,France,Financial Advisor,4020.72,17114.51,161.64,50363.63
55,Female,Canada,Risk Manager,29542.3,10834.86,13093.25,42413.79
24,Other,USA,Broker,27559.18,28865.27,4773.82,99690.58
63,Female,Germany,Portfolio Manager,30537.84,13236.37,13664.29,90336.11
30,Male,Australia,Broker,34812.52,28793.43,29753.52,4110.14
57,Male,USA,Broker,45913.64,23083.52,26392.19,77901.87
59,Male,Canada,Compliance Officer,39305.54,21567.99,9353.39,60083.67
26,Male,Canada,Compliance Officer,11059.94,14772.33,17825.55,2514.17
67,Male,UK,Quantitative Analyst,41312.22,13329.18,15087.75,44471.23
44,Other,Germany,Analyst,6191.78,15820.12,3944.91,14971.16
75,Other,Germany,Analyst,31147.71,8844.31,29694.71,87304.78
19,Male,China,Market Strategist,44149.42,27140.07,12784.0,1269.88
22,Female,France,Broker,5145.99,23840.2,15194.49,87310.58
46,Male,Germany,Risk Manager,42499.66,24051.81,19445.6,94083.91
54,Other,Australia,Broker,39951.17,13022.95,5786.76,7298.45
55,Male,France,Portfolio Manager,25238.39,2179.11,6705.69,71983.75
36,Other,UK,Trader,15513.99,20508.17,5817.12,54889.22
25,Other,Germany,Risk Manager,20331.37,11263.69,11564.74,95427.67
65,Male,UK,Analyst,48436.04,26119.39,6030.32,79814.97
62,Male,Canada,Wealth Manager,10164.71,23421.14,27795.56,69441.4
18,Female,USA,Quantitative Analyst,29022.25,4402.58,21443.71,92550.97
39,Other,Germany,Quantitative Analyst,4253.71,18071.39,26940.18,16034.97
69,Female,Canada,Market Strategist,10972.86,20781.81,25462.1,37596.0
34,Male,USA,Broker,38189.49,17065.72,21109.4,84294.19
80,Other,USA,Risk Manager,15199.69,15445.56,7320.25,10158.55
24,Female,Canada,Portfolio Manager,49289.73,6874.5,18478.8,93544.73
42,Female,Japan,Wealth Manager,25090.77,7115.41,5629.65,74515.55
62,Female,France,Market Strategist,25875.31,23051.84,4017.66,43933.29
21,Male,Japan,Financial Advisor,1912.11,609.76,18995.63,33872.14
53,Male,Brazil,Market Strategist,47830.68,23378.36,18757.54,14760.64
23,Male,India,Financial Advisor,8794.25,15827.62,4740.83,9367.35
77,Other,USA,Analyst,26963.2,28089.87,10605.21,42359.46
48,Male,China,Portfolio Manager,19844.16,29919.78,2035.12,84309.85
36,Other,France,Financial Advisor,20837.68,19921.36,21486.21,53185.05
78,Female,USA,Compliance Officer,32200.68,12397.1,29625.49,45114.88
61,Female,Australia,Portfolio Manager,33138.22,14278.82,22210.19,31904.25
71,Male,China,Broker,7799.0,6166.25,25332.36,15694.99
56,Female,Brazil,Broker,25029.37,3022.07,14316.48,99009.93
44,Male,Brazil,Market Strategist,39544.82,17383.96,2912.74,2573.26
27,Other,Australia,Analyst,22220.0,24174.58,21811.87,31181.59
43,Female,Canada,Financial Advisor,8373.64,7889.91,7732.78,76937.94
36,Male,France,Broker,15729.53,12618.6,11679.4,52055.82
56,Female,UK,Trader,10697.74,16665.47,21107.82,31385.49
79,Female,France,Trader,6378.29,27241.54,27148.3,99273.93
20,Male,China,Financial Advisor,18941.3,4202.01,14613.16,61916.96
62,Female,Japan,Analyst,27092.72,7144.65,28850.09,29515.58
30,Female,UK,Trader,3730.3,27559.99,15621.11,84795.31
67,Female,Brazil,Broker,30230.79,1234.09,3719.19,15016.42
45,Female,Brazil,Analyst,49651.92,19700.66,15577.09,46357.41
79,Other,Canada,Financial Advisor,48209.83,19203.8,25825.8,83958.88
75,Female,India,Portfolio Manager,41475.76,11528.47,16164.45,98365.81
37,Female,France,Analyst,13390.42,14071.53,22445.27,38305.76
45,Male,Canada,Broker,1218.14,25654.79,16461.33,13810.97
25,Other,China,Portfolio Manager,41693.73,4991.21,16404.33,56692.95
78,Male,UK,Wealth Manager,2880.44,6985.45,8578.59,94399.3
80,Male,Australia,Market Strategist,10360.84,15394.89,6077.75,66561.17
58,Male,USA,Quantitative Analyst,27268.22,12321.88,8403.62,60215.95
56,Other,Japan,Wealth Manager,9001.06,17252.46,13253.09,30929.2
18,Male,China,Portfolio Manager,41706.04,27629.13,24297.22,60633.98
20,Male,USA,Quantitative Analyst,38880.27,27517.21,24878.28,88467.8
30,Male,France,Market Strategist,37812.9,6939.05,4943.17,37552.6
45,Female,Australia,Risk Manager,40824.77,9099.23,16608.0,24205.37
79,Male,Brazil,Wealth Manager,11063.12,4903.96,12510.03,48095.76
74,Other,Canada,Broker,36471.73,27837.32,17149.52,37618.78
80,Other,UK,Analyst,17828.55,11966.03,19446.32,46992.6
77,Female,Canada,Analyst,33375.55,13518.67,8424.38,9572.96
66,Other,UK,Quantitative Analyst,6188.88,24089.09,27581.31,33621.0
42,Other,India,Quantitative Analyst,35308.77,15413.56,28066.67,82654.78
73,Female,India,Quantitative Analyst,48608.18,3636.68,3205.46,40032.11
50,Male,Canada,Financial Advisor,2275.66,13163.57,21105.4,96789.51
55,Female,UK,Broker,4782.06,18934.2,1045.3,70884.48
70,Male,UK,Quantitative Analyst,6269.47,21590.31,1444.59,36603.66
23,Male,USA,Trader,21585.14,19378.29,28736.11,25166.37
75,Other,Canada,Market Strategist,14609.93,3619.46,20860.85,68536.8
61,Female,Germany,Quantitative Analyst,40365.32,9165.12,9770.02,30244.65
62,Other,France,Trader,23741.98,22020.26,20112.84,92689.28
49,Other,Brazil,Financial Advisor,24278.41,26411.7,25382.76,11633.59
62,Male,India,Trader,35880.2,1463.23,26133.56,2874.03
78,Other,Germany,Risk Manager,18162.25,1314.76,664.57,22102.68
64,Female,India,Risk Manager,17725.04,19319.97,24555.93,60661.91
38,Other,Australia,Trader,37870.63,16463.98,25603.42,83496.2
33,Other,India,Broker,39024.08,4702.4,17887.33,17012.81
71,Male,China,Financial Advisor,818.5,16471.33,14423.12,58472.29
38,Female,India,Analyst,7275.14,29235.9,3374.42,14415.31
28,Other,USA,Trader,10733.6,18945.46,7226.43,56317.86
77,Male,Germany,Portfolio Manager,17644.86,13501.78,14740.03,1818.23
54,Other,Australia,Compliance Officer,14643.26,24834.6,25959.14,55780.71
53,Female,UK,Market Strategist,33459.15,6424.03,24103.87,52177.58
52,Other,UK,Market Strategist,41423.95,12459.08,14903.09,4284.79
36,Other,Australia,Broker,9685.14,15856.65,23579.53,68941.69
37,Male,Japan,Quantitative Analyst,28192.71,15160.97,22983.71,57225.46
74,Other,Canada,Compliance Officer,18454.03,27633.13,17391.51,62309.73
35,Male,Japan,Analyst,25338.32,8815.41,6648.75,52977.39
64,Female,Germany,Financial Advisor,31075.82,1742.29,10472.71,72199.36
58,Other,India,Risk Manager,44690.63,27495.5,4963.73,52500.39
66,Female,UK,Quantitative Analyst,9695.4,6551.18,264.16,92226.98
31,Female,USA,Risk Manager,4441.63,11401.89,2461.74,94350.93
32,Other,Japan,Analyst,31397.87,15950.2,22800.79,72667.55
48,Male,India,Compliance Officer,19767.13,29277.62,1052.91,91176.2
18,Female,Brazil,Broker,8228.84,16081.29,12025.59,92315.48
70,Female,Canada,Wealth Manager,5942.65,13459.91,29574.12,26199.85
71,Other,Australia,Risk Manager,27989.6,17529.97,23867.41,99392.97
71,Other,India,Compliance Officer,15093.48,29125.7,22531.0,26743.68
20,Other,Canada,Trader,49871.58,24547.44,8277.53,1853.92
33,Other,Canada,Wealth Manager,20354.45,5110.6,19269.82,96222.5
40,Other,UK,Risk Manager,10693.1,24107.64,14986.42,22371.8
74,Other,UK,Financial Advisor,31479.57,25240.92,18733.54,58412.09
28,Male,Germany,Market Strategist,12288.32,20736.29,13102.69,97066.82
29,Female,Brazil,Wealth Manager,24754.89,19734.14,15952.34,4945.04
27,Male,Australia,Trader,24180.55,13254.27,29652.47,26931.2
49,Male,Canada,Analyst,22732.53,19268.78,9912.92,60882.4
33,Other,Germany,Portfolio Manager,39824.68,22140.37,6532.76,76255.81
25,Female,China,Trader,10908.99,3728.47,13482.41,80736.64
55,Male,Japan,Analyst,45224.93,7757.03,15753.4,88384.54
29,Other,France,Analyst,39587.89,5862.75,2614.58,16843.6
41,Other,Canada,Compliance Officer,16722.81,25244.29,24188.86,37003.73
45,Female,Germany,Market Strategist,9112.07,20416.08,12690.48,71425.43
70,Male,Brazil,Risk Manager,14048.8,13550.82,12424.95,71531.0
25,Male,UK,Wealth Manager,16698.55,24790.37,19782.25,30805.47
75,Male,Canada,Quantitative Analyst,27890.97,21517.6,23208.67,30422.3
45,Other,Canada,Wealth Manager,2413.77,27412.11,29578.91,32064.2
53,Female,India,Market Strategist,45726.52,2350.37,5246.91,89208.02
43,Female,Brazil,Wealth Manager,5023.88,15299.26,10399.39,90951.08
25,Male,Australia,Analyst,14035.74,21217.1,5089.31,1482.75
75,Other,UK,Wealth Manager,5553.44,6264.42,26431.61,32501.64
77,Male,Canada,Portfolio Manager,12907.97,9847.43,16477.37,39203.55
67,Female,Japan,Portfolio Manager,41899.92,12598.34,25580.58,98238.55
45,Other,UK,Wealth Manager,30797.27,23840.05,29557.5,94416.78
45,Male,Japan,Compliance Officer,11443.43,14832.61,16528.69,62832.51
54,Male,France,Broker,43600.75,14811.46,3588.65,4580.53
58,Other,Australia,Compliance Officer,40055.53,12955.08,10869.97,19121.71
53,Female,France,Wealth Manager,37707.1,6896.24,1133.87,43420.63
44,Other,Canada,Broker,42396.87,27695.99,25486.56,95903.56
71,Male,India,Financial Advisor,31020.52,9568.14,585.71,9470.44
80,Male,Australia,Analyst,25121.72,17045.6,17785.94,79135.24
34,Male,India,Quantitative Analyst,18759.36,4505.95,3228.69,19119.18
26,Male,Germany,Analyst,11265.82,13055.59,276.36,50785.11
50,Female,China,Financial Advisor,27914.84,27118.92,7721.71,76697.08
70,Female,Brazil,Analyst,44485.67,29864.18,16577.97,69249.53
37,Male,Germany,Quantitative Analyst,29739.69,10884.47,2298.88,77574.78
30,Female,France,Risk Manager,45988.38,4662.02,18465.89,81359.27
45,Female,Japan,Trader,17910.18,9467.82,20176.17,30574.24
65,Female,France,Broker,34787.38,9850.89,29092.46,36403.06
46,Male,Australia,Analyst,32468.41,19353.04,26991.14,81574.27
30,Other,Australia,Quantitative Analyst,33554.65,14909.89,17025.39,3864.31
63,Other,France,Broker,32287.6,23065.37,23811.28,51445.47
52,Other,Canada,Quantitative Analyst,11160.57,21054.03,10941.05,92040.46
78,Male,France,Portfolio Manager,7265.19,7576.7,17592.08,88500.4
23,Female,Australia,Risk Manager,48933.55,23538.46,12130.46,80430.39
35,Female,Australia,Trader,2360.23,25431.48,10144.4,2154.88
68,Male,UK,Trader,23440.05,17971.79,21842.8,88768.71
22,Male,USA,Broker,21311.51,27833.65,8935.28,91166.4
64,Other,India,Compliance Officer,18064.95,23499.3,11447.54,66367.01
42,Other,Germany,Market Strategist,39120.99,17882.11,11046.79,29891.39
19,Male,France,Market Strategist,37292.98,27189.67,26118.58,48992.74
27,Other,UK,Portfolio Manager,45270.72,18030.74,5153.61,76261.94
73,Female,Canada,Broker,19834.83,15659.67,11475.2,81302.87
47,Male,Australia,Broker,28252.56,10719.94,26641.7,34334.4
67,Male,France,Trader,44626.12,26491.76,508.37,32606.71
76,Female,Australia,Market Strategist,49693.02,3725.68,28438.62,73618.12
62,Female,Japan,Compliance Officer,48467.79,14231.41,26972.07,68635.59
22,Female,UK,Analyst,35920.41,16145.53,12564.55,51319.72
72,Other,France,Analyst,7247.06,16664.74,19608.11,42026.05
73,Male,Japan,Analyst,1256.98,19574.1,29732.45,65715.97
50,Other,China,Quantitative Analyst,41278.4,15198.58,16670.7,3243.33
71,Female,UK,Compliance Officer,42063.01,7741.7,2952.12,7568.96
18,Other,France,Financial Advisor,37343.41,25715.48,25616.55,57308.68
35,Female,France,Financial Advisor,14068.18,19742.88,4067.84,21027.87
49,Other,Brazil,Wealth Manager,32026.91,25752.73,7755.29,77478.4
64,Other,UK,Market Strategist,15880.8,8317.5,26211.78,77236.4
66,Female,UK,Wealth Manager,22587.35,19129.85,7718.07,70996.21
28,Other,Australia,Compliance Officer,19183.51,21439.5,22365.32,90360.27
38,Male,France,Market Strategist,45690.64,11532.98,13457.83,14083.49
43,Other,India,Financial Advisor,11784.45,24376.71,22804.48,25924.03
80,Other,India,Broker,28922.78,125.14,7008.95,25229.93
42,Male,India,Market Strategist,18112.98,17867.85,12615.99,78238.87
39,Female,China,Portfolio Manager,33187.25,18426.38,9578.93,52134.47
76,Male,France,Portfolio Manager,28271.7,16038.6,7508.87,25267.58
44,Other,France,Compliance Officer,46206.49,18919.95,9467.17,13642.71
66,Female,Japan,Wealth Manager,5170.45,5058.44,9723.62,89301.63
30,Other,Brazil,Financial Advisor,11109.98,20559.21,28663.58,69212.9
50,Other,UK,Financial Advisor,38340.76,10106.88,16020.25,52852.5
51,Male,Australia,Trader,18502.46,13589.01,13888.46,96547.09
58,Male,Brazil,Trader,8372.61,10026.63,15124.39,84959.09
52,Female,Japan,Portfolio Manager,25215.73,14244.39,29884.12,17812.14
80,Female,France,Compliance Officer,32641.89,18666.0,19624.99,50813.06
18,Female,Germany,Wealth Manager,2336.85,25158.39,21119.42,48607.87
38,Other,UK,Financial Advisor,14651.93,14528.88,9442.97,84428.64
65,Male,China,Analyst,40490.18,9730.55,14172.55,14908.81
72,Male,India,Risk Manager,26060.2,14663.86,5562.76,45178.62
23,Male,China,Risk Manager,1865.42,20679.67,20571.42,63654.06
45,Female,France,Wealth Manager,14169.36,10433.69,10367.61,94525.46
34,Male,Japan,Financial Advisor,31993.12,12457.75,22461.24,89926.49
22,Male,Germany,Broker,10048.04,16907.05,6434.18,53384.79
48,Male,Canada,Portfolio Manager,41386.83,8855.58,12134.92,60672.08
22,Female,India,Analyst,33861.14,6312.09,14161.97,85240.13
55,Male,Australia,Wealth Manager,23621.82,4254.75,5037.43,74438.83
20,Female,France,Risk Manager,45789.63,10610.67,2134.25,87933.56
70,Male,USA,Broker,19650.86,1497.87,9546.18,89593.06
40,Male,Germany,Market Strategist,11830.16,17525.3,16369.52,83258.6
54,Male,Germany,Wealth Manager,33104.01,5318.49,19597.73,937.82
70,Female,UK,Trader,28707.43,11352.97,12786.88,31093.39
54,Female,China,Trader,16828.87,8113.22,15033.31,40351.7
27,Male,India,Quantitative Analyst,17248.86,18930.18,16318.63,67791.53
27,Other,France,Wealth Manager,19970.69,25517.85,15381.73,30686.1
36,Female,USA,Compliance Officer,14627.81,19017.37,2755.34,32355.81
34,Female,India,Compliance Officer,35541.05,16298.02,12179.78,40020.3
38,Male,Japan,Analyst,32602.78,20089.06,6169.73,95533.36
31,Other,USA,Portfolio Manager,22094.8,948.22,16035.39,43715.78
26,Male,Brazil,Financial Advisor,19952.95,3729.2,22754.38,14067.22
63,Female,Brazil,Analyst,18316.06,2893.07,17405.61,635.58
18,Female,Germany,Market Strategist,14245.07,2991.01,6693.56,23661.27
68,Male,Japan,Wealth Manager,4376.26,7851.49,6272.32,93881.09
62,Male,Brazil,Quantitative Analyst,13483.41,15984.97,1158.09,95499.25
30,Other,Germany,Compliance Officer,16127.95,3484.71,12820.11,52900.14
21,Other,China,Wealth Manager,27429.43,28056.73,13014.2,64636.33
79,Female,France,Quantitative Analyst,38712.05,25634.99,7131.27,79591.8
18,Other,Germany,Risk Manager,19845.54,29150.75,22939.54,5588.76
66,Other,France,Financial Advisor,47243.37,1322.88,11625.28,37430.73
57,Female,Japan,Broker,41384.76,25549.5,20098.57,64224.73
49,Female,UK,Trader,49241.61,24121.84,19220.11,89825.34
51,Female,India,Trader,43822.53,27068.07,18161.98,72682.96
45,Female,Germany,Quantitative Analyst,30874.62,15861.93,27246.58,35006.15
48,Male,Germany,Market Strategist,29964.12,23647.28,525.91,90998.23
25,Female,France,Wealth Manager,6563.35,1586.04,2087.72,66461.94
56,Female,Brazil,Analyst,36147.72,2322.54,21678.11,83023.53
43,Female,Brazil,Portfolio Manager,30050.32,3600.04,10638.1,38550.75
75,Other,Germany,Broker,25395.91,27447.93,29596.35,215.88
51,Female,Brazil,Quantitative Analyst,34695.01,1882.02,6531.56,16616.86
71,Male,Brazil,Portfolio Manager,22257.99,3049.48,5543.4,92717.74
71,Male,Germany,Risk Manager,26240.6,27915.79,17667.24,3312.4
20,Female,China,Risk Manager,19977.78,3266.41,8418.79,59603.93
76,Male,China,Quantitative Analyst,35896.81,26099.2,10247.76,40912.75
67,Other,Canada,Quantitative Analyst,43842.89,23688.66,27634.68,42957.87
29,Female,China,Risk Manager,42058.16,1256.45,835.97,40081.83
18,Male,Canada,Analyst,39322.66,704.33,15961.22,6742.58
71,Male,Japan,Risk Manager,788.01,16054.93,10080.24,12233.05
61,Female,Australia,Analyst,45602.84,29915.4,10412.46,6293.93
22,Male,India,Portfolio Manager,13816.3,26370.96,7471.87,5390.79
47,Female,Australia,Analyst,44409.9,9335.26,4088.76,8561.06
47,Male,Brazil,Trader,9928.71,11619.96,1082.73,69661.72
76,Other,USA,Trader,22038.32,11667.78,29631.48,11420.52
74,Male,Brazil,Wealth Manager,37495.0,22038.66,19827.96,26149.31
34,Male,Germany,Financial Advisor,32049.92,10266.93,23327.3,65694.92
65,Female,Germany,Quantitative Analyst,20854.5,4476.52,1996.82,11226.57
80,Male,India,Market Strategist,33963.33,22425.87,494.38,91025.62
64,Female,UK,Compliance Officer,27492.58,13767.57,18028.65,47748.42
40,Other,UK,Analyst,13859.24,2349.52,21728.75,96305.75
32,Female,UK,Market Strategist,32351.84,23712.07,11876.24,19251.07
54,Female,China,Wealth Manager,10291.93,17580.07,11663.27,3062.44
38,Male,Japan,Financial Advisor,34730.02,14706.61,11565.16,59028.14
31,Other,Brazil,Market Strategist,255.23,20216.63,4625.04,32873.84
19,Female,Germany,Market Strategist,27483.75,15185.76,22629.71,57239.05
28,Male,USA,Trader,20113.27,19470.18,6495.02,47365.02
68,Male,USA,Broker,15224.88,26031.28,9766.09,45715.62
56,Female,USA,Financial Advisor,25833.83,18424.76,20154.23,85117.76
55,Male,UK,Compliance Officer,32301.05,19805.03,53.14,19183.4
77,Female,India,Portfolio Manager,48269.08,18434.99,22999.4,49963.49
51,Female,UK,Wealth Manager,41669.92,15958.83,26977.89,41600.43
55,Female,Germany,Quantitative Analyst,35885.78,5200.57,1595.94,67376.94
67,Other,Brazil,Quantitative Analyst,24000.45,10103.55,17769.13,5013.27
51,Female,Brazil,Portfolio Manager,19667.99,20808.61,12283.35,52942.04
35,Male,India,Wealth Manager,1723.23,12793.01,2399.98,47854.07
47,Other,Japan,Portfolio Manager,18018.94,12213.56,20482.82,97358.06
32,Male,China,Analyst,42434.02,22790.12,18388.94,75582.18
44,Other,USA,Wealth Manager,19262.83,216.79,19297.68,15497.86
68,Other,Brazil,Wealth Manager,23133.09,20385.88,24414.19,50921.44
80,Other,India,Market Strategist,13664.54,14702.33,8643.22,78373.69
51,Other,USA,Financial Advisor,13779.22,11334.04,20328.19,52456.94
69,Male,UK,Financial Advisor,3187.4,10249.07,22312.36,35670.08
74,Female,France,Market Strategist,30728.82,5227.62,5106.01,37665.54
55,Male,Australia,Risk Manager,22458.66,10060.85,28714.15,36700.39
50,Female,Brazil,Wealth Manager,30337.44,11772.98,10232.43,1995.45
41,Male,Japan,Broker,27389.66,13151.6,21425.56,73059.61
32,Other,India,Market Strategist,39962.34,20185.4,22632.9,61088.38
77,Other,China,Portfolio Manager,37575.49,13634.45,15145.73,26867.75
47,Female,Japan,Risk Manager,38595.55,23898.71,3905.08,63002.34
72,Female,UK,Compliance Officer,25012.03,19210.15,8306.1,30872.94
59,Male,Brazil,Risk Manager,17758.68,5728.43,7065.7,24338.14
68,Female,Germany,Portfolio Manager,46678.49,8351.34,15583.34,74115.29
34,Male,UK,Wealth Manager,2808.06,2423.51,7875.0,80910.96
22,Female,China,Financial Advisor,7715.8,28374.37,16425.78,62570.86
46,Female,UK,Analyst,21037.99,26602.19,8681.79,78414.66
21,Female,India,Wealth Manager,30736.49,2589.65,79.33,36570.01
27,Other,Japan,Portfolio Manager,509.2,17243.58,10929.54,7180.38
73,Other,India,Risk Manager,35994.21,28814.03,18225.18,60488.56
34,Male,USA,Quantitative Analyst,27980.45,22426.93,23222.22,25597.62
27,Female,France,Analyst,24286.67,14779.78,899.52,77747.93
34,Male,Japan,Trader,21232.4,7271.03,7786.47,35810.76
77,Female,France,Wealth Manager,26022.4,8407.16,29564.59,67067.3
37,Other,India,Portfolio Manager,8173.11,22100.33,7891.37,55286.61
41,Other,Germany,Compliance Officer,5524.72,23428.23,23327.07,81748.48
22,Female,Brazil,Wealth Manager,14552.91,15884.37,15305.74,83230.54
51,Female,China,Wealth Manager,35504.29,3672.41,3709.11,6829.77
23,Other,UK,Market Strategist,29455.57,28019.36,19319.83,29511.57
70,Other,UK,Risk Manager,24058.14,25350.64,28991.91,87087.91
19,Male,France,Broker,28618.9,4259.14,26610.53,40398.96
30,Other,China,Wealth Manager,28006.97,1748.99,20724.27,51486.93
79,Female,Japan,Portfolio Manager,15421.39,16099.24,15388.84,18334.38
60,Male,Brazil,Risk Manager,4963.05,8560.07,9614.02,55268.63
60,Female,Australia,Quantitative Analyst,44849.44,8533.33,10741.15,26461.49
65,Male,France,Compliance Officer,30035.57,2662.29,10418.89,82923.36
28,Female,Japan,Compliance Officer,34917.63,28603.91,27666.36,20024.47
68,Other,Japan,Wealth Manager,23253.46,24913.49,6378.81,35985.52
64,Female,China,Trader,37848.38,3459.35,11371.99,9507.4
74,Male,China,Risk Manager,29266.41,26304.13,12987.3,58798.21
40,Female,Canada,Quantitative Analyst,2784.68,20504.53,12296.58,94197.21
72,Male,UK,Financial Advisor,44515.84,9796.96,175.74,17315.59
33,Female,Brazil,Market Strategist,15346.25,26143.95,8165.66,1973.72
48,Other,USA,Trader,6980.75,17960.76,14982.13,42246.31
28,Other,France,Financial Advisor,4493.25,25467.66,22826.77,74841.52
71,Female,Brazil,Market Strategist,36049.97,14104.57,17105.75,97510.06
33,Female,Canada,Compliance Officer,35228.02,15044.5,11576.62,5127.91
25,Female,Canada,Financial Advisor,35038.09,8765.75,19970.97,78596.19
21,Male,Brazil,Trader,45796.06,11661.4,19993.5,36867.41
57,Female,China,Market Strategist,17512.26,17054.17,7475.34,15373.15
21,Female,Japan,Trader,28100.54,28414.42,3158.04,19230.52
73,Male,Australia,Trader,31012.83,18023.53,24105.35,92388.38
42,Other,Brazil,Market Strategist,48976.14,4463.98,15916.98,80935.75
20,Female,France,Quantitative Analyst,15686.07,259.54,5336.92,31172.91
49,Female,USA,Compliance Officer,47820.93,25537.09,7899.03,94019.03
20,Other,UK,Wealth Manager,7521.84,10961.55,23004.41,10525.33
44,Other,Canada,Broker,38223.67,9483.23,19615.51,32253.64
46,Male,Germany,Analyst,31681.01,24031.9,28357.74,65292.12
49,Female,Germany,Wealth Manager,40863.11,28363.66,13975.18,99941.91
67,Female,Japan,Financial Advisor,1531.41,22453.95,1612.99,46564.17
78,Male,China,Market Strategist,3998.74,5256.73,21027.66,81071.49
75,Other,UK,Quantitative Analyst,3577.82,11771.78,7684.58,91586.59
68,Male,Canada,Quantitative Analyst,29688.68,22793.99,9749.44,962.84
36,Other,Germany,Financial Advisor,30186.51,27212.43,5939.62,28894.07
38,Male,Germany,Risk Manager,45314.63,29958.07,9302.62,10035.98
22,Other,Australia,Trader,23433.42,15371.25,24892.94,77606.02
35,Male,Brazil,Analyst,3495.65,24684.62,17322.56,56705.04
45,Other,India,Financial Advisor,10555.52,1446.62,3319.15,9555.99
59,Other,UK,Financial Advisor,502.85,8610.45,17618.78,42072.44
78,Other,India,Broker,38858.05,11176.83,19025.22,51396.94
39,Other,USA,Wealth Manager,40798.41,29266.94,26550.47,69775.14
38,Other,China,Financial Advisor,49897.23,151.64,25796.38,77948.42
23,Female,Brazil,Risk Manager,20668.5,9275.22,1933.11,8787.22
18,Other,USA,Financial Advisor,1062.99,27915.85,26007.61,48764.56
22,Female,France,Financial Advisor,11813.02,9235.01,1574.0,16112.34
58,Other,Canada,Wealth Manager,29429.67,6790.75,4665.95,75325.56
29,Female,India,Financial Advisor,48100.95,21916.15,3390.92,65766.88
43,Female,Japan,Risk Manager,5268.57,22372.9,5491.83,72300.1
63,Male,France,Wealth Manager,6166.49,14191.73,24107.7,7499.43
51,Other,UK,Portfolio Manager,35117.77,28410.18,20599.27,51032.46
66,Male,Canada,Compliance Officer,33393.63,6121.08,20624.52,84058.07
31,Male,Germany,Compliance Officer,12600.27,27406.8,27667.72,71334.14
43,Other,India,Trader,40675.93,22677.47,11785.94,86174.8
62,Male,Brazil,Analyst,6526.06,11077.84,148.46,20610.45
44,Other,Brazil,Quantitative Analyst,46294.52,24216.91,19211.07,28690.07
26,Male,France,Broker,10131.49,4039.41,26048.83,44127.91
43,Other,France,Risk Manager,4159.48,3972.93,29288.99,52325.71
74,Other,China,Compliance Officer,17042.15,27901.62,10948.59,25216.29
64,Other,Germany,Portfolio Manager,9473.28,2888.68,24673.46,38123.74
74,Female,Australia,Risk Manager,26394.37,172.18,25484.37,68704.27
39,Male,India,Wealth Manager,34373.64,11701.46,4375.91,64538.13
64,Female,USA,Portfolio Manager,24596.99,3160.34,18963.38,11047.31
73,Male,UK,Risk Manager,33064.31,25897.94,5235.55,98570.26
47,Male,India,Compliance Officer,18309.53,27684.67,13426.59,56274.52
60,Male,India,Quantitative Analyst,1493.34,14498.67,26384.04,48356.24
80,Female,Germany,Market Strategist,48705.8,12792.87,23694.54,96724.72
65,Male,India,Broker,40988.73,16194.23,17131.67,14032.94
